id,percentage,total,count
GCA_000017765.1_638_GCA_000017765.1_92,0.5024322446143155,1439,723
GCA_000017765.1_490_GCA_000017765.1_638,0.4906184850590688,1439,706
GCA_000017745.1_2028_GCA_000017765.1_638,0.7608535688005886,1359,1034
GCA_000017765.1_105_GCA_000017765.1_638,0.359277275886032,1439,517
GCA_000017765.1_193_GCA_000017765.1_638,0.8333333333333334,12,10
GCA_000017765.1_805_GCA_000017985.1_64,0.9734513274336283,113,110
GCA_000017765.1_152_GCA_000017765.1_611,0.963744232036915,1517,1462
GCA_000017765.1_152_GCA_000017765.1_75,0.886873920552677,1158,1027
GCA_000017765.1_152_GCA_000017765.1_298,0.9540816326530612,1372,1309
GCA_000017765.1_152_GCA_000017765.1_92,0.9057350032959789,1517,1374
GCA_000017765.1_152_GCA_000017765.1_490,0.8857715430861723,1497,1326
GCA_000017745.1_2028_GCA_000017765.1_152,0.681383370125092,1359,926
GCA_000017765.1_152_GCA_000017765.1_702,0.36453526697429134,1517,553
GCA_000017765.1_105_GCA_000017765.1_152,0.4963744232036915,1517,753
GCA_000017765.1_152_GCA_000017765.1_603,0.4653922214897825,1517,706
GCA_000017765.1_152_GCA_000017765.1_179,0.43441001977587346,1517,659
GCA_000017765.1_152_GCA_000017765.1_193,0.5,12,6
GCA_000017745.1_1632_GCA_000017765.1_152,0.5333333333333333,15,8
GCA_000017765.1_611_GCA_000017765.1_75,0.8877374784110535,1158,1028
GCA_000017765.1_298_GCA_000017765.1_611,0.9482507288629738,1372,1301
GCA_000017765.1_611_GCA_000017765.1_92,0.9067629678266579,1523,1381
GCA_000017765.1_490_GCA_000017765.1_611,0.8837675350701403,1497,1323
GCA_000017745.1_2028_GCA_000017765.1_611,0.6902133922001472,1359,938
GCA_000017765.1_105_GCA_000017765.1_611,0.4593939393939394,1650,758
GCA_000017765.1_603_GCA_000017765.1_611,0.4260606060606061,1650,703
GCA_000017765.1_179_GCA_000017765.1_611,0.39454545454545453,1650,651
GCA_000017765.1_193_GCA_000017765.1_611,0.5833333333333334,12,7
GCA_000017745.1_1632_GCA_000017765.1_611,0.5333333333333333,15,8
GCA_000017765.1_298_GCA_000017765.1_75,0.8981001727115717,1158,1040
GCA_000017765.1_75_GCA_000017765.1_92,0.959412780656304,1158,1111
GCA_000017765.1_490_GCA_000017765.1_75,0.9490500863557858,1158,1099
GCA_000017765.1_554_GCA_000017765.1_75,0.42055267702936094,1158,487
GCA_000017745.1_2028_GCA_000017765.1_75,0.6260794473229706,1158,725
GCA_000017765.1_446_GCA_000017765.1_75,0.3903281519861831,1158,452
GCA_000017765.1_702_GCA_000017765.1_75,0.4525043177892919,1158,524
GCA_000017765.1_105_GCA_000017765.1_75,0.572538860103627,1158,663
GCA_000017765.1_603_GCA_000017765.1_75,0.5682210708117443,1158,658
GCA_000017765.1_179_GCA_000017765.1_75,0.6321243523316062,1158,732
GCA_000017745.1_1754_GCA_000017765.1_75,0.4075993091537133,1158,472
GCA_000017765.1_75_GCA_000017765.1_765,0.3696027633851468,1158,428
GCA_000017765.1_298_GCA_000017765.1_92,0.9555393586005831,1372,1311
GCA_000017765.1_298_GCA_000017765.1_490,0.934402332361516,1372,1282
GCA_000017765.1_298_GCA_000017765.1_554,0.35058309037900875,1372,481
GCA_000017745.1_2028_GCA_000017765.1_298,0.6541574687270052,1359,889
GCA_000017765.1_298_GCA_000017765.1_702,0.4030612244897959,1372,553
GCA_000017765.1_105_GCA_000017765.1_298,0.532798833819242,1372,731
GCA_000017765.1_298_GCA_000017765.1_603,0.5036443148688047,1372,691
GCA_000017765.1_179_GCA_000017765.1_298,0.4846938775510204,1372,665
GCA_000017765.1_193_GCA_000017765.1_298,0.5,12,6
GCA_000017765.1_490_GCA_000017765.1_92,0.9405477621910487,1497,1408
GCA_000017745.1_2028_GCA_000017765.1_92,0.6607799852832965,1359,898
GCA_000017765.1_105_GCA_000017765.1_92,0.46355876559422193,1523,706
GCA_000017765.1_603_GCA_000017765.1_92,0.4366382140512147,1523,665
GCA_000017765.1_179_GCA_000017765.1_92,0.48719632304661853,1523,742
GCA_000017765.1_193_GCA_000017765.1_92,0.5,12,6
GCA_000017745.1_1632_GCA_000017765.1_92,0.5333333333333333,15,8
GCA_000017745.1_2028_GCA_000017765.1_490,0.659308314937454,1359,896
GCA_000017765.1_490_GCA_000017765.1_702,0.36005344021376084,1497,539
GCA_000017765.1_105_GCA_000017765.1_490,0.47762191048764197,1497,715
GCA_000017765.1_490_GCA_000017765.1_603,0.45023380093520377,1497,674
GCA_000017765.1_179_GCA_000017765.1_490,0.5003340013360054,1497,749
GCA_000017765.1_193_GCA_000017765.1_490,0.5,12,6
GCA_000017765.1_663_GCA_000747565.1_531,0.6363636363636364,22,14
GCA_000283715.1_354_GCA_000747565.1_531,0.7368421052631579,19,14
GCA_000747565.1_531_GCA_002843685.1_289,0.7777777777777778,18,14
GCA_000210855.2_325_GCA_000747565.1_531,0.7368421052631579,19,14
GCA_000747565.1_531_GCA_001559675.1_348,0.7368421052631579,19,14
GCA_000017745.1_2235_GCA_000017745.1_2261,0.9874476987447699,478,472
GCA_000017745.1_146_GCA_000017745.1_2235,0.9799554565701559,449,440
GCA_000017745.1_2235_GCA_000017745.1_2352,0.9079497907949791,478,434
GCA_000017745.1_2235_GCA_000283715.1_545,0.9435146443514645,478,451
GCA_000017745.1_2235_GCA_000283715.1_578,0.9330543933054394,478,446
GCA_000017745.1_2235_GCA_000497505.1_459,0.9100418410041841,478,435
GCA_000017745.1_2235_GCA_000497505.1_417,0.895397489539749,478,428
GCA_000017745.1_146_GCA_000017745.1_2261,0.9933184855233853,449,446
GCA_000017745.1_2261_GCA_000017745.1_2352,0.9147609147609148,481,440
GCA_000017745.1_2261_GCA_000283715.1_545,0.9501039501039501,481,457
GCA_000017745.1_2261_GCA_000283715.1_578,0.9417879417879418,481,453
GCA_000017745.1_2261_GCA_000497505.1_459,0.9168399168399168,481,441
GCA_000017745.1_2261_GCA_000497505.1_417,0.9022869022869023,481,434
GCA_000017745.1_146_GCA_000017745.1_2352,0.9821826280623608,449,441
GCA_000017745.1_146_GCA_000283715.1_545,0.9933184855233853,449,446
GCA_000017745.1_146_GCA_000283715.1_578,0.9977728285077951,449,448
GCA_000017745.1_146_GCA_000497505.1_459,0.9844097995545658,449,442
GCA_000017745.1_146_GCA_000497505.1_417,0.9688195991091314,449,435
GCA_000017745.1_2352_GCA_000283715.1_545,0.959731543624161,745,715
GCA_000017745.1_2352_GCA_000283715.1_578,0.9624161073825503,745,717
GCA_000017745.1_2352_GCA_000497505.1_459,0.9903314917127072,724,717
GCA_000017745.1_2352_GCA_000497505.1_417,0.9861878453038674,724,714
GCA_000017765.1_662_GCA_000747565.1_1,1.0,19,19
GCA_000747565.1_1_GCA_001874505.1_15,0.7,20,14
GCA_000210855.2_324_GCA_000747565.1_1,0.7,20,14
GCA_000747565.1_1_GCA_002813995.1_288,0.7368421052631579,19,14
GCA_000747565.1_1_GCA_002848605.1_312,0.7,20,14
GCA_000007405.1_590_GCA_000747565.1_1,0.7,20,14
GCA_000220485.1_342_GCA_000747565.1_1,0.7,20,14
GCA_000747565.1_1_GCA_001559675.1_347,0.7,20,14
GCA_000283715.1_353_GCA_000747565.1_1,0.7,20,14
GCA_000747565.1_1_GCA_002504125.1_304,0.7,20,14
GCA_000497505.1_330_GCA_000747565.1_1,0.7,20,14
GCA_000747565.1_1_GCA_900184385.1_302,0.7333333333333333,15,11
GCA_000747565.1_1_GCA_002848605.1_313,1.0,2,2
GCA_000017745.1_2389_GCA_000497505.1_516,0.4,5,2
GCA_000017745.1_2365_GCA_000210855.2_410,1.0,2,2
GCA_000017745.1_2506_GCA_000220485.1_538,0.8981481481481481,108,97
GCA_000283715.1_545_GCA_000283715.1_578,0.9909677419354839,775,768
GCA_000283715.1_545_GCA_000497505.1_459,0.9848066298342542,724,713
GCA_000283715.1_545_GCA_000497505.1_417,0.9806629834254144,724,710
GCA_000017745.1_1526_GCA_000283715.1_545,1.0,8,8
GCA_000283715.1_578_GCA_000497505.1_459,0.988950276243094,724,716
GCA_000283715.1_578_GCA_000497505.1_417,0.9820441988950276,724,711
GCA_000497505.1_417_GCA_000497505.1_459,0.988950276243094,724,716
GCA_000220485.1_575_GCA_000497505.1_456,0.9483648881239243,581,551
GCA_000017745.1_2423_GCA_000220485.1_575,0.7601351351351351,592,450
GCA_000220485.1_575_GCA_000497505.1_458,0.7483108108108109,592,443
GCA_000220485.1_575_GCA_000283715.1_445,0.6710775047258979,529,355
GCA_000210855.2_483_GCA_001559675.1_523,0.9,10,9
GCA_000283715.1_575_GCA_001559675.1_523,1.0,10,10
GCA_000210855.2_483_GCA_000283715.1_575,0.75,12,9
GCA_000017745.1_2423_GCA_000497505.1_456,0.7383820998278829,581,429
GCA_000497505.1_456_GCA_000497505.1_458,0.7263339070567987,581,422
GCA_000283715.1_445_GCA_000497505.1_456,0.6502835538752363,529,344
GCA_000017745.1_2423_GCA_000497505.1_458,0.9828326180257511,699,687
GCA_000017745.1_2423_GCA_000283715.1_445,0.9395085066162571,529,497
GCA_000017745.1_2423_GCA_000497505.1_430,0.7,20,14
GCA_000017745.1_2423_GCA_000283715.1_585,0.5333333333333333,15,8
GCA_000283715.1_445_GCA_000497505.1_458,0.9621928166351607,529,509
GCA_000497505.1_430_GCA_000497505.1_458,0.7,20,14
GCA_000283715.1_585_GCA_000497505.1_458,0.5333333333333333,15,8
GCA_000283715.1_445_GCA_000497505.1_430,0.4,20,8
GCA_000497505.1_346_GCA_000497505.1_464,1.0,10,10
GCA_000283715.1_501_GCA_000497505.1_464,1.0,10,10
GCA_000283715.1_475_GCA_000497505.1_464,1.0,10,10
GCA_000283715.1_616_GCA_000497505.1_464,1.0,10,10
GCA_000283715.1_501_GCA_000497505.1_346,1.0,12,12
GCA_000283715.1_475_GCA_000497505.1_346,1.0,12,12
GCA_000283715.1_616_GCA_000497505.1_346,1.0,10,10
GCA_000497505.1_461_GCA_002813995.1_429,1.0,14,14
GCA_000006945.2_4952_GCA_000497505.1_461,1.0,14,14
GCA_000497505.1_461_GCA_000497505.1_515,1.0,14,14
GCA_000017745.1_2475_GCA_000497505.1_461,1.0,14,14
GCA_000210855.2_534_GCA_000497505.1_461,1.0,14,14
GCA_000283715.1_580_GCA_000497505.1_461,1.0,1,1
GCA_000497505.1_461_GCA_000497505.1_514,1.0,1,1
GCA_000006945.2_4952_GCA_002813995.1_429,1.0,14,14
GCA_000497505.1_515_GCA_002813995.1_429,1.0,14,14
GCA_000017745.1_2475_GCA_002813995.1_429,1.0,14,14
GCA_000210855.2_534_GCA_002813995.1_429,1.0,14,14
GCA_000283715.1_580_GCA_002813995.1_429,1.0,1,1
GCA_000497505.1_514_GCA_002813995.1_429,1.0,1,1
GCA_000283715.1_475_GCA_000283715.1_501,1.0,12,12
GCA_000283715.1_501_GCA_000283715.1_616,1.0,10,10
GCA_000283715.1_475_GCA_000283715.1_616,1.0,10,10
GCA_000017745.1_2407_GCA_002848605.1_316,1.0,5,5
GCA_000006945.2_4952_GCA_000497505.1_515,1.0,14,14
GCA_000006945.2_4952_GCA_000017745.1_2475,1.0,14,14
GCA_000006945.2_4952_GCA_000210855.2_534,1.0,14,14
GCA_000006945.2_4952_GCA_000283715.1_580,1.0,1,1
GCA_000006945.2_4952_GCA_000497505.1_514,1.0,1,1
GCA_000017745.1_2475_GCA_000497505.1_515,1.0,14,14
GCA_000210855.2_534_GCA_000497505.1_515,1.0,14,14
GCA_000283715.1_580_GCA_000497505.1_515,1.0,1,1
GCA_000497505.1_514_GCA_000497505.1_515,1.0,1,1
GCA_000017745.1_2475_GCA_000210855.2_534,1.0,14,14
GCA_000017745.1_2475_GCA_000283715.1_580,1.0,1,1
GCA_000017745.1_2475_GCA_000497505.1_514,1.0,1,1
GCA_000210855.2_534_GCA_000283715.1_580,1.0,1,1
GCA_000210855.2_534_GCA_000497505.1_514,1.0,1,1
GCA_000210855.2_502_GCA_002813995.1_423,1.0,8,8
GCA_000210855.2_432_GCA_001559675.1_491,0.85,20,17
GCA_000017745.1_2470_GCA_001559675.1_491,1.0,1,1
GCA_000210855.2_501_GCA_900184385.1_425,1.0,10,10
GCA_002813995.1_424_GCA_900184385.1_425,1.0,10,10
GCA_000210855.2_501_GCA_002813995.1_424,1.0,10,10
GCA_000283715.1_615_GCA_000497505.1_473,1.0,1,1
GCA_000017745.1_2470_GCA_000210855.2_432,1.0,1,1
GCA_000497505.1_462_GCA_000497505.1_516,0.75,12,9
GCA_002504125.1_178_GCA_002813995.1_160,0.9870967741935484,155,153
GCA_000210855.2_168_GCA_002813995.1_160,1.0,163,163
GCA_000017765.1_185_GCA_002813995.1_160,0.992,125,124
GCA_002813995.1_160_GCA_900184385.1_69,0.8132530120481928,166,135
GCA_000017765.1_38_GCA_002813995.1_160,0.976,125,122
GCA_000210855.2_168_GCA_002504125.1_178,0.9870967741935484,155,153
GCA_002504125.1_178_GCA_002504125.1_59,0.3548387096774194,155,55
GCA_000017765.1_185_GCA_002504125.1_178,0.8,125,100
GCA_002504125.1_178_GCA_900184385.1_69,0.7612903225806451,155,118
GCA_000017765.1_38_GCA_002504125.1_178,0.8,125,100
GCA_000017765.1_185_GCA_000210855.2_168,0.88,125,110
GCA_000210855.2_168_GCA_900184385.1_69,0.7791411042944786,163,127
GCA_000017765.1_38_GCA_000210855.2_168,0.88,125,110
GCA_000017765.1_185_GCA_900184385.1_69,0.888,125,111
GCA_000017765.1_185_GCA_000017765.1_38,0.984,125,123
GCA_000017765.1_38_GCA_900184385.1_69,0.888,125,111
GCA_000283715.1_459_GCA_000497505.1_398,1.0,10,10
GCA_002813995.1_416_GCA_900184385.1_421,1.0,4,4
GCA_000210855.2_507_GCA_900184385.1_421,1.0,4,4
GCA_002813995.1_426_GCA_900184385.1_427,0.8,10,8
GCA_000220485.1_547_GCA_000220485.1_608,0.631578947368421,38,24
GCA_000017765.1_554_GCA_000017765.1_799,0.7988980716253443,363,290
GCA_000017765.1_446_GCA_000017765.1_554,0.7349896480331263,483,355
GCA_000017765.1_554_GCA_000017765.1_702,0.6509598603839442,573,373
GCA_000017765.1_105_GCA_000017765.1_554,0.7298657718120806,596,435
GCA_000017765.1_554_GCA_000017765.1_603,0.7315436241610739,596,436
GCA_000017765.1_179_GCA_000017765.1_554,0.8104026845637584,596,483
GCA_000017745.1_1754_GCA_000017765.1_554,0.7214765100671141,596,430
GCA_000017765.1_372_GCA_000017765.1_554,0.36597938144329895,194,71
GCA_000017765.1_554_GCA_000017765.1_765,0.7868480725623582,441,347
GCA_000017765.1_554_GCA_002843685.1_121,0.36904761904761907,336,124
GCA_000017745.1_2391_GCA_000283715.1_553,0.9230769230769231,13,12
GCA_000017745.1_2424_GCA_000283715.1_553,0.9230769230769231,13,12
GCA_000283715.1_553_GCA_000497505.1_438,0.9090909090909091,11,10
GCA_002813995.1_390_GCA_002848605.1_319,0.5,10,5
GCA_000017745.1_2391_GCA_000017745.1_2424,1.0,13,13
GCA_000017745.1_2391_GCA_000497505.1_438,1.0,11,11
GCA_000017745.1_2424_GCA_000497505.1_438,1.0,11,11
GCA_000210855.2_413_GCA_900184385.1_419,1.0,6,6
GCA_000210855.2_413_GCA_000210855.2_510,1.0,6,6
GCA_000210855.2_510_GCA_900184385.1_419,1.0,6,6
GCA_000017745.1_2028_GCA_000017765.1_702,0.376747608535688,1359,512
GCA_000017745.1_2028_GCA_000017765.1_105,0.4900662251655629,1359,666
GCA_000017745.1_2028_GCA_000017765.1_603,0.45916114790286977,1359,624
GCA_000017745.1_2028_GCA_000017765.1_179,0.40397350993377484,1359,549
GCA_000017745.1_2028_GCA_000017765.1_193,0.5,12,6
GCA_000017745.1_1548_GCA_000220485.1_545,1.0,2,2
GCA_000210855.2_526_GCA_002813995.1_389,0.4,10,4
GCA_000281215.1_1_GCA_002208745.1_9,0.5,2,1
GCA_000220485.1_539_GCA_000283715.1_440,0.4274193548387097,124,53
GCA_000017745.1_2421_GCA_000017745.1_2481,0.5526315789473685,38,21
GCA_000017745.1_2481_GCA_000220485.1_543,0.6842105263157895,19,13
GCA_000015425.1_300_GCA_000017745.1_1260,0.35714285714285715,70,25
GCA_000283715.1_481_GCA_000497505.1_477,1.0,1,1
GCA_000017745.1_2502_GCA_000497505.1_477,0.5,14,7
GCA_002355295.1_3_GCA_002355295.1_573,0.5506849315068493,365,201
GCA_002355295.1_2_GCA_002355295.1_3,1.0,1,1
GCA_002355295.1_3_GCA_002355295.1_416,0.3972602739726027,365,145
GCA_002355295.1_3_GCA_002355295.1_371,0.5454545454545454,187,102
GCA_002355295.1_204_GCA_002355295.1_3,0.5245283018867924,265,139
GCA_002355295.1_3_GCA_002355295.1_415,0.5259259259259259,135,71
GCA_002355295.1_255_GCA_002355295.1_3,0.36712328767123287,365,134
GCA_002355295.1_3_GCA_002355295.1_496,0.3835616438356164,365,140
GCA_002355295.1_220_GCA_002355295.1_3,0.3561643835616438,365,130
GCA_002355295.1_3_GCA_002355295.1_337,0.3780821917808219,365,138
GCA_002355295.1_148_GCA_002355295.1_3,0.40458015267175573,131,53
GCA_002355295.1_18_GCA_002355295.1_3,0.4262295081967213,122,52
GCA_002355295.1_3_GCA_002355295.1_493,0.39552238805970147,134,53
GCA_002355295.1_3_GCA_002355295.1_551,0.4112903225806452,124,51
GCA_002355295.1_231_GCA_002355295.1_3,0.42857142857142855,119,51
GCA_002355295.1_3_GCA_002355295.1_38,0.4112903225806452,124,51
GCA_002355295.1_223_GCA_002355295.1_3,0.3923076923076923,130,51
GCA_002355295.1_3_GCA_002355295.1_521,0.4015748031496063,127,51
GCA_002355295.1_184_GCA_002355295.1_3,0.42857142857142855,119,51
GCA_002355295.1_3_GCA_002355295.1_42,0.4112903225806452,124,51
GCA_002355295.1_211_GCA_002355295.1_3,0.4214876033057851,121,51
GCA_002355295.1_3_GCA_002355295.1_425,0.3925925925925926,135,53
GCA_002355295.1_3_GCA_002355295.1_447,0.4112903225806452,124,51
GCA_002355295.1_132_GCA_002355295.1_3,0.4112903225806452,124,51
GCA_002355295.1_27_GCA_002355295.1_3,0.4214876033057851,121,51
GCA_002355295.1_3_GCA_002355295.1_329,0.42857142857142855,119,51
GCA_002355295.1_3_GCA_002355295.1_537,0.423728813559322,118,50
GCA_002355295.1_3_GCA_002355295.1_330,0.44761904761904764,105,47
GCA_002355295.1_3_GCA_002355295.1_426,0.41818181818181815,110,46
GCA_002355295.1_3_GCA_002355295.1_464,0.42857142857142855,119,51
GCA_002355295.1_3_GCA_002355295.1_523,0.4166666666666667,108,45
GCA_002355295.1_229_GCA_002355295.1_3,0.4180327868852459,122,51
GCA_002355295.1_3_GCA_002355295.1_448,0.4112903225806452,124,51
GCA_002355295.1_130_GCA_002355295.1_3,0.4126984126984127,126,52
GCA_002355295.1_3_GCA_002355295.1_370,0.37410071942446044,139,52
GCA_002355295.1_3_GCA_002355295.1_450,0.4019607843137255,102,41
GCA_002355295.1_3_GCA_002355295.1_390,0.42857142857142855,119,51
GCA_002355295.1_3_GCA_002355295.1_392,0.43,100,43
GCA_002355295.1_3_GCA_002355295.1_503,0.408,125,51
GCA_002355295.1_3_GCA_002355295.1_462,0.41379310344827586,116,48
GCA_002355295.1_3_GCA_002355295.1_46,0.415929203539823,113,47
GCA_002355295.1_3_GCA_002355295.1_515,0.408,125,51
GCA_002355295.1_3_GCA_002355295.1_321,0.41379310344827586,116,48
GCA_002355295.1_3_GCA_002355295.1_351,0.4214876033057851,121,51
GCA_002355295.1_107_GCA_002355295.1_3,0.4214876033057851,121,51
GCA_002355295.1_3_GCA_002355295.1_439,0.4214876033057851,121,51
GCA_002355295.1_3_GCA_002355295.1_538,0.4214876033057851,121,51
GCA_002355295.1_242_GCA_002355295.1_3,0.42857142857142855,119,51
GCA_002355295.1_3_GCA_002355295.1_39,0.41228070175438597,114,47
GCA_002355295.1_3_GCA_002355295.1_43,0.423728813559322,118,50
GCA_002355295.1_212_GCA_002355295.1_3,0.4224137931034483,116,49
GCA_002355295.1_131_GCA_002355295.1_3,0.8611111111111112,36,31
GCA_002355295.1_3_GCA_002355295.1_45,0.6,10,6
GCA_002355295.1_24_GCA_002355295.1_3,1.0,1,1
GCA_002355295.1_3_GCA_002355295.1_97,0.4411764705882353,34,15
GCA_002355295.1_3_GCA_002355295.1_82,1.0,2,2
GCA_002355295.1_3_GCA_002355295.1_93,0.5,2,1
GCA_002355295.1_3_GCA_002355295.1_312,0.7222222222222222,18,13
GCA_002355295.1_135_GCA_002355295.1_3,1.0,2,2
GCA_002355295.1_150_GCA_002355295.1_3,1.0,3,3
GCA_002355295.1_182_GCA_002355295.1_3,1.0,1,1
GCA_002355295.1_209_GCA_002355295.1_3,1.0,1,1
GCA_002355295.1_219_GCA_002355295.1_3,1.0,1,1
GCA_002355295.1_269_GCA_002355295.1_3,0.6666666666666666,3,2
GCA_002355295.1_3_GCA_002355295.1_346,0.6666666666666666,3,2
GCA_002355295.1_3_GCA_002355295.1_347,0.6666666666666666,3,2
GCA_002355295.1_3_GCA_002355295.1_353,1.0,1,1
GCA_002355295.1_3_GCA_002355295.1_445,1.0,2,2
GCA_002355295.1_3_GCA_002355295.1_373,1.0,1,1
GCA_002355295.1_3_GCA_002355295.1_494,1.0,1,1
GCA_002355295.1_2_GCA_002355295.1_573,1.0,1,1
GCA_002355295.1_371_GCA_002355295.1_573,0.5561497326203209,187,104
GCA_002355295.1_204_GCA_002355295.1_573,0.5622641509433962,265,149
GCA_002355295.1_415_GCA_002355295.1_573,0.5407407407407407,135,73
GCA_002355295.1_148_GCA_002355295.1_573,0.40458015267175573,131,53
GCA_002355295.1_18_GCA_002355295.1_573,0.4262295081967213,122,52
GCA_002355295.1_493_GCA_002355295.1_573,0.39552238805970147,134,53
GCA_002355295.1_551_GCA_002355295.1_573,0.4112903225806452,124,51
GCA_002355295.1_231_GCA_002355295.1_573,0.42857142857142855,119,51
GCA_002355295.1_38_GCA_002355295.1_573,0.4112903225806452,124,51
GCA_002355295.1_223_GCA_002355295.1_573,0.3923076923076923,130,51
GCA_002355295.1_521_GCA_002355295.1_573,0.4015748031496063,127,51
GCA_002355295.1_184_GCA_002355295.1_573,0.42857142857142855,119,51
GCA_002355295.1_42_GCA_002355295.1_573,0.4112903225806452,124,51
GCA_002355295.1_211_GCA_002355295.1_573,0.4214876033057851,121,51
GCA_002355295.1_425_GCA_002355295.1_573,0.3925925925925926,135,53
GCA_002355295.1_447_GCA_002355295.1_573,0.4112903225806452,124,51
GCA_002355295.1_132_GCA_002355295.1_573,0.4112903225806452,124,51
GCA_002355295.1_27_GCA_002355295.1_573,0.4214876033057851,121,51
GCA_002355295.1_329_GCA_002355295.1_573,0.42857142857142855,119,51
GCA_002355295.1_537_GCA_002355295.1_573,0.423728813559322,118,50
GCA_002355295.1_330_GCA_002355295.1_573,0.44761904761904764,105,47
GCA_002355295.1_426_GCA_002355295.1_573,0.41818181818181815,110,46
GCA_002355295.1_464_GCA_002355295.1_573,0.42857142857142855,119,51
GCA_002355295.1_523_GCA_002355295.1_573,0.4166666666666667,108,45
GCA_002355295.1_229_GCA_002355295.1_573,0.4180327868852459,122,51
GCA_002355295.1_448_GCA_002355295.1_573,0.4112903225806452,124,51
GCA_002355295.1_130_GCA_002355295.1_573,0.4126984126984127,126,52
GCA_002355295.1_370_GCA_002355295.1_573,0.37410071942446044,139,52
GCA_002355295.1_450_GCA_002355295.1_573,0.4019607843137255,102,41
GCA_002355295.1_390_GCA_002355295.1_573,0.42857142857142855,119,51
GCA_002355295.1_392_GCA_002355295.1_573,0.43,100,43
GCA_002355295.1_503_GCA_002355295.1_573,0.408,125,51
GCA_002355295.1_462_GCA_002355295.1_573,0.41379310344827586,116,48
GCA_002355295.1_46_GCA_002355295.1_573,0.415929203539823,113,47
GCA_002355295.1_515_GCA_002355295.1_573,0.408,125,51
GCA_002355295.1_321_GCA_002355295.1_573,0.41379310344827586,116,48
GCA_002355295.1_351_GCA_002355295.1_573,0.4214876033057851,121,51
GCA_002355295.1_107_GCA_002355295.1_573,0.4214876033057851,121,51
GCA_002355295.1_439_GCA_002355295.1_573,0.4214876033057851,121,51
GCA_002355295.1_538_GCA_002355295.1_573,0.4214876033057851,121,51
GCA_002355295.1_242_GCA_002355295.1_573,0.42857142857142855,119,51
GCA_002355295.1_39_GCA_002355295.1_573,0.41228070175438597,114,47
GCA_002355295.1_43_GCA_002355295.1_573,0.423728813559322,118,50
GCA_002355295.1_212_GCA_002355295.1_573,0.4224137931034483,116,49
GCA_002355295.1_453_GCA_002355295.1_573,0.8918918918918919,37,33
GCA_002355295.1_131_GCA_002355295.1_573,0.8611111111111112,36,31
GCA_002355295.1_45_GCA_002355295.1_573,0.6,10,6
GCA_002355295.1_24_GCA_002355295.1_573,1.0,1,1
GCA_002355295.1_260_GCA_002355295.1_573,0.5,38,19
GCA_002355295.1_573_GCA_002355295.1_97,0.5588235294117647,34,19
