Column1,ID,mean_score,min_eval,count,response,Column2
177,GCA_000007405.1_301,88.17368,0.0166057,1,0,
3417,GCA_900186905.1_33,83.005335,0.00139985,2,0,
1890,GCA_000283715.1_585,81.52718,2.25E-05,2,0,
1842,GCA_000283715.1_384,81.07743,0.00272806,1,0,
1947,GCA_000438825.1_155,79.842565,0.00249,2,0,
9,GCA_000006765.1_348,79.26776143,0.000281552,7,0,
3396,GCA_900186905.1_291,79.16923,0.0282193,1,0,
944,GCA_000017765.1_231,77.10924,0.0217812,1,0,
2765,GCA_002220715.1_92,75.36981,0.0294892,1,0,
979,GCA_000017765.1_298,73.59651,0.0202699,1,0,
1415,GCA_000210855.2_223,73.38516,1.64E-05,2,0,
1999,GCA_000438825.1_45,73.19211667,0.000399039,3,0,
401,GCA_000007565.2_378,73.15966,1.17E-05,1,0,
882,GCA_000017765.1_127,69.93924,0.00094652,1,0,
3501,GCA_900243355.1_213,68.27184,0.00251568,1,0,
455,GCA_000017745.1_1051,68.18171,0.0361566,1,0,
935,GCA_000017765.1_215,66.50713,0.0135804,1,0,
508,GCA_000017745.1_1291,64.90236,0.00222556,2,0,
3465,GCA_900186905.1_46,64.43237,0.0135914,1,0,
3358,GCA_900186905.1_204,64.08195,9.98E-05,1,0,
3423,GCA_900186905.1_341,63.22832667,0.00118917,3,0,
2603,GCA_002072655.1_195,59.854825,2.83E-05,2,0,
2389,GCA_001042875.1_474,59.64093,0.000262318,1,0,
377,GCA_000007565.2_238,59.493265,0.00180344,2,0,
1481,GCA_000210855.2_48,58.47599,0.000321856,1,0,
2817,GCA_002355295.1_563,58.46752,0.000466435,1,0,
1491,GCA_000210855.2_56,58.18852,0.0210308,1,0,
308,GCA_000007405.1_636,58.02327,0.0358102,2,0,
3335,GCA_900186905.1_161,58.00269,1.16E-05,1,0,
2077,GCA_000497505.1_230,57.37506,0.0185316,1,0,
1178,GCA_000017765.1_756,55.17593,0.00212193,1,0,
1913,GCA_000310085.1_3,53.98896,0.00361397,1,0,
1818,GCA_000283715.1_317,52.68318,0.0218301,1,0,
1044,GCA_000017765.1_438,51.7616,0.0028571,1,0,
1560,GCA_000220485.1_184,51.28034,0.0473204,1,0,
912,GCA_000017765.1_168,49.51219,5.73E-05,1,0,
660,GCA_000017745.1_2060,49.20532,0.0374976,2,0,
228,GCA_000007405.1_428,49.11028,0.0151223,1,0,
3384,GCA_900186905.1_267,48.0131,0.0373149,1,0,
1386,GCA_000210855.2_133,47.07848,0.022402,1,0,
2611,GCA_002072655.1_246,46.90636,0.00591374,1,0,
90,GCA_000007405.1_1,46.3067,0.0378799,1,0,
3287,GCA_900184385.1_386,46.10391,0.0193791,1,0,
1462,GCA_000210855.2_396,46.0649,0.022466,1,0,
3208,GCA_900184385.1_121,45.31218,0.0162281,1,0,
1492,GCA_000210855.2_58,45.03725,0.00303762,1,0,
605,GCA_000017745.1_1788,44.49119,0.0245501,1,0,
1419,GCA_000210855.2_236,44.01076,0.00109077,1,0,
3155,GCA_002850215.1_433,43.86285,0.0451302,1,0,
2501,GCA_001559675.1_491,43.77385,0.0471727,1,0,
2117,GCA_000497505.1_333,43.52243,0.0413758,1,0,
1237,GCA_000017985.1_11,43.13164,0.00862825,1,0,
957,GCA_000017765.1_26,42.97884,0.00119132,1,0,
3473,GCA_900186905.1_69,42.73525,0.00109092,1,0,
1728,GCA_000281215.1_94,42.7163,0.0279028,1,0,
1840,GCA_000283715.1_377,42.71226,5.09E-06,1,0,
1505,GCA_000210855.2_99,42.48114,0.047937,1,0,
3363,GCA_900186905.1_214,42.16352,0.0460368,1,0,
2395,GCA_001042875.1_525,41.89892,0.0119327,2,0,
956,GCA_000017765.1_257,40.45684,0.0113366,1,0,
305,GCA_000007405.1_633,40.303195,0.000333367,2,0,
1484,GCA_000210855.2_487,39.783045,0.00681786,2,0,
803,GCA_000017745.1_657,39.74572,0.0315247,1,0,
1811,GCA_000283715.1_296,39.61237,0.0013153,1,0,
456,GCA_000017745.1_1053,39.41276,0.00879527,1,0,
3202,GCA_900184385.1_101,39.14792,0.0414347,1,0,
2087,GCA_000497505.1_247,39.01614,0.00975746,1,0,
3056,GCA_002848605.1_223,38.76061,0.0341002,1,0,
2618,GCA_002072655.1_270,38.42344,0.0288132,1,0,
513,GCA_000017745.1_1335,38.10643,0.0161314,3,0,
2024,GCA_000497505.1_115,38.08697,0.0156097,1,0,
1814,GCA_000283715.1_30,37.92728,0.0262957,1,0,
787,GCA_000017745.1_582,37.80476,0.00703729,1,0,
973,GCA_000017765.1_29,37.766,0.0466181,1,0,
3226,GCA_900184385.1_166,37.49269,0.0460401,1,0,
718,GCA_000017745.1_2380,37.40664,0.0376679,1,0,
2922,GCA_002813995.1_321,37.26063,0.00594459,1,0,
3562,GCA_900243355.1_713,37.04979,0.0149816,3,0,
2479,GCA_001559675.1_377,36.90958,0.00529247,1,0,
249,GCA_000007405.1_466,36.85035,0.0168928,1,0,
2887,GCA_002813995.1_122,36.67601,0.0220948,1,0,
151,GCA_000007405.1_250,36.56335,7.79E-05,2,0,
3458,GCA_900186905.1_424,36.15585,0.0476418,1,0,
2114,GCA_000497505.1_329,36.12659,0.0174394,1,0,
2772,GCA_002303275.1_122,35.75606,0.00074648,1,0,
443,GCA_000017745.1_1009,35.54625,0.0427784,1,0,
2531,GCA_001874505.1_173,35.322415,2.83E-05,2,0,
1537,GCA_000220485.1_113,35.03105333,0.00762497,3,0,
1190,GCA_000017765.1_780,34.94089,0.0181664,1,0,
2500,GCA_001559675.1_446,34.88281,0.00287547,1,0,
950,GCA_000017765.1_245,34.18123,0.00123193,1,0,
991,GCA_000017765.1_327,34.13912,0.0376225,2,0,
1743,GCA_000283715.1_130,33.92997,0.00410681,1,0,
1748,GCA_000283715.1_143,33.47284,0.0440639,1,0,
2908,GCA_002813995.1_25,33.21381,0.0123242,2,0,
2988,GCA_002843685.1_277,33.17875,1.61E-08,3,0,
842,GCA_000017745.1_828,32.94272,0.00426745,1,0,
837,GCA_000017745.1_798,32.31299,0.0406564,1,0,
2387,GCA_001042875.1_452,32.19903,0.00177429,1,0,
1024,GCA_000017765.1_407,31.99483,0.0146004,1,0,
1108,GCA_000017765.1_590,31.55139,0.0113612,1,0,
1871,GCA_000283715.1_470,31.41135,0.0160091,1,0,
1092,GCA_000017765.1_549,31.25406,0.00592499,1,0,
1320,GCA_000017985.1_325,30.99127,0.0161956,1,0,
2810,GCA_002355295.1_427,30.79764,0.00570441,1,0,
655,GCA_000017745.1_203,30.63235,0.018512,1,0,
3448,GCA_900186905.1_40,30.35255,2.70E-05,1,0,
1140,GCA_000017765.1_671,29.74155,0.0286272,1,0,
2835,GCA_002504125.1_200,29.58526,0.033374,1,0,
1107,GCA_000017765.1_584,29.47838,0.0181728,1,0,
1370,GCA_000046845.1_67,29.29201,0.032449,1,0,
1332,GCA_000017985.1_356,29.13253,0.0397384,1,0,
428,GCA_000015425.1_207,28.94755,0.00120015,1,0,
2313,GCA_000747565.1_494,28.85554,0.00185614,1,0,
2534,GCA_001874505.1_192,28.77474,0.00148065,1,0,
310,GCA_000007405.1_640,28.72668,0.0442534,1,0,
1374,GCA_000046845.1_90,28.59335,0.0198488,1,0,
3537,GCA_900243355.1_487,28.51223,0.0291977,1,0,
1180,GCA_000017765.1_760,28.32129,0.023066,1,0,
102,GCA_000007405.1_135,28.0511,0.0172129,1,0,
1083,GCA_000017765.1_536,27.73863,0.0069655,1,0,
285,GCA_000007405.1_580,27.2167,0.0303884,1,0,
1837,GCA_000283715.1_374,26.99081333,0.000752336,3,0,
1450,GCA_000210855.2_356,26.63364,0.0473954,1,0,
1584,GCA_000220485.1_253,26.5873,0.0428264,1,0,
907,GCA_000017765.1_159,26.5847,0.0108212,1,0,
2137,GCA_000497505.1_42,25.13233,0.0036605,1,0,
1493,GCA_000210855.2_59,25.00257667,1.75E-05,3,0,
1778,GCA_000283715.1_208,24.45848,0.000942431,1,0,
2057,GCA_000497505.1_191,24.055525,0.0130337,2,0,
3000,GCA_002843685.1_321,23.55488,0.0362602,1,0,
148,GCA_000007405.1_246,23.30412,0.0408713,1,0,
541,GCA_000017745.1_1447,23.26833,0.0332838,3,0,
1889,GCA_000283715.1_58,23.18493,0.0345683,1,0,
2131,GCA_000497505.1_376,23.11183,0.0414151,1,0,
2158,GCA_000497505.1_68,22.58903,0.015443,2,0,
346,GCA_000007405.1_89,22.48869,0.00947437,1,0,
1316,GCA_000017985.1_313,22.40716,0.0362027,1,0,
2730,GCA_002220715.1_362,22.40337,0.0255265,1,0,
462,GCA_000017745.1_1071,22.159225,0.000254877,2,0,
790,GCA_000017745.1_6,21.72138,0.0159047,1,0,nouG RNA
374,GCA_000007565.2_232,21.70354,0.00225997,1,0,
2782,GCA_002303275.1_39,21.545,0.0427394,3,0,
2627,GCA_002072655.1_309,21.43247,0.026007,1,0,
2046,GCA_000497505.1_167,21.36011,8.72E-08,1,0,
131,GCA_000007405.1_213,20.4299,0.0488317,1,0,
2074,GCA_000497505.1_227,20.34142,0.0162955,1,0,
2523,GCA_001874505.1_127,19.98285,9.31E-05,1,0,
637,GCA_000017745.1_1901,19.1637,2.56E-05,1,0,
2799,GCA_002355295.1_155,18.5856,0.0306359,1,0,
2522,GCA_001874505.1_122,18.0241,0.0445019,1,0,
2502,GCA_001559675.1_50,17.65596,0.0422854,1,0,
877,GCA_000017765.1_115,17.24834,0.0448123,3,0,
124,GCA_000007405.1_197,16.48111,0.0314256,3,0,
3424,GCA_900186905.1_343,16.44255,0.000811507,1,0,
2093,GCA_000497505.1_269,16.4142,0.0302677,1,0,
729,GCA_000017745.1_2481,16.03539,5.75E-05,1,0,
1134,GCA_000017765.1_654,15.86315,0.0299593,1,0,
65,GCA_000006945.2_3861,15.04255,0.02932,1,0,
3162,GCA_002850215.1_479,15.03867333,0.000144146,3,0,
2920,GCA_002813995.1_31,15.0202,0.0349548,1,0,
853,GCA_000017745.1_905,15.01556,0.039477,1,0,
3556,GCA_900243355.1_637,14.92755,0.0227047,1,0,
2039,GCA_000497505.1_150,14.82933,0.00589954,2,0,
379,GCA_000007565.2_242,14.35351,0.0452162,1,0,
1219,GCA_000017765.1_831,14.31461,0.0265605,1,0,
1520,GCA_000213655.1_233,14.29139,0.0105599,1,0,
3525,GCA_900243355.1_380,13.81542,0.0151812,1,0,
2518,GCA_001648195.1_93,13.40236,0.0105029,3,0,
1315,GCA_000017985.1_312,13.067495,8.08E-09,2,0,
2862,GCA_002504125.1_362,12.99407,0.0136138,1,0,
2676,GCA_002220715.1_150,12.93148,0.0389166,1,0,
1181,GCA_000017765.1_762,12.90398,0.0141654,1,0,
2853,GCA_002504125.1_311,12.79363,1.16E-06,15,0,
3330,GCA_900186905.1_15,12.70772,0.0054763,1,0,
975,GCA_000017765.1_291,12.70338,0.0234902,1,0,
2787,GCA_002303275.1_74,12.60674,0.0329491,1,0,
862,GCA_000017745.1_963,12.5126425,2.02E-07,4,0,
2378,GCA_001042875.1_364,12.34525,0.0282947,1,0,
1453,GCA_000210855.2_365,12.17069,0.0017549,1,0,
2697,GCA_002220715.1_217,11.929515,0.0207527,2,0,
1284,GCA_000017985.1_204,11.91324,0.0308207,3,0,
486,GCA_000017745.1_1192,11.8672,0.00316307,1,0,
328,GCA_000007405.1_684,11.7988575,7.58E-08,4,0,
781,GCA_000017745.1_525,11.79741,0.000487447,1,0,
843,GCA_000017745.1_84,11.7537,0.005,1,0,
864,GCA_000017745.1_993,11.72828,0.00261311,4,0,
1869,GCA_000283715.1_467,11.6912,1.37E-05,1,0,
2106,GCA_000497505.1_309,11.44449,0.0114139,3,0,
543,GCA_000017745.1_146,11.4082325,0.000923602,16,0,
844,GCA_000017745.1_844,11.29897,4.34E-10,3,0,
1974,GCA_000438825.1_236,11.14034,0.0383226,1,0,
213,GCA_000007405.1_39,11.03212,0.0152876,1,0,
1062,GCA_000017765.1_481,10.98812,0.0121289,1,0,
2953,GCA_002843685.1_12,10.9269,0.005,1,0,
2985,GCA_002843685.1_260,10.9269,0.005,1,0,
1250,GCA_000017985.1_135,10.88151,0.005,1,0,
307,GCA_000007405.1_635,10.7908,0.005,1,0,
1958,GCA_000438825.1_182,10.63172,0.0205997,1,0,
179,GCA_000007405.1_304,10.59004,0.0406791,3,0,
2657,GCA_002220715.1_100,10.491255,1.93E-07,2,0,
1581,GCA_000220485.1_243,10.451615,0.000582697,2,0,
1230,GCA_000017985.1_101,10.35403,0.00232115,1,0,
3563,GCA_900243355.1_718,10.30334,1.78E-05,2,0,
3161,GCA_002850215.1_472,10.23955,0.0398955,1,0,
2453,GCA_001559675.1_271,10.22101,0.005,1,0,
3403,GCA_900186905.1_300,10.21266,0.0496484,1,0,
2677,GCA_002220715.1_16,10.06122,0.00864439,1,0,
2445,GCA_001559675.1_236,10.0354,0.005,1,0,
1012,GCA_000017765.1_382,10.02001,0.005,1,0,
2148,GCA_000497505.1_520,10.00402,0.0359583,3,0,
2432,GCA_001559675.1_191,9.90489,0.005,1,0,
2287,GCA_000747565.1_405,9.87863,0.0233021,1,0,
1455,GCA_000210855.2_372,9.84501,0.0499456,2,0,
1417,GCA_000210855.2_229,9.829985,0.00259726,6,0,
2610,GCA_002072655.1_243,9.81492,0.0180736,1,0,
555,GCA_000017745.1_1503,9.53262,0.0117965,1,0,
1506,GCA_000213655.1_10,9.49873,0.0144724,1,0,
2963,GCA_002843685.1_151,9.40011,0.0012431,1,0,
3401,GCA_900186905.1_299,9.28997,0.005,1,0,
2085,GCA_000497505.1_244,9.27182,0.005,1,0,
1289,GCA_000017985.1_219,9.17153,0.005,1,0,
263,GCA_000007405.1_513,9.16045,0.005,1,0,
1052,GCA_000017765.1_464,9.15518,0.005,1,0,
348,GCA_000007405.1_94,9.14294,0.005,1,0,
2032,GCA_000497505.1_130,9.13349,0.000455795,1,0,
785,GCA_000017745.1_579,9.07066,0.005,1,0,
1301,GCA_000017985.1_27,8.94145,0.005,1,0,
1261,GCA_000017985.1_160,8.84909,0.005,1,0,
2336,GCA_000747565.1_560,8.83561,0.00650306,1,0,
692,GCA_000017745.1_2210,8.81819,0.005,1,0,
2703,GCA_002220715.1_238,8.81312,0.0248105,1,0,
146,GCA_000007405.1_243,8.7126,0.005,1,0,
1010,GCA_000017765.1_377,8.70532,0.005,1,0,
2512,GCA_001559675.1_82,8.67212,0.005,1,0,
1297,GCA_000017985.1_244,8.59355,0.005,1,0,
1676,GCA_000281215.1_15,8.52653,0.00455314,1,0,
1523,GCA_000213655.1_280,8.42929,0.00073189,1,0,
1165,GCA_000017765.1_728,8.38708,0.000100842,1,0,
1402,GCA_000210855.2_176,8.36492,0.005,1,0,
3027,GCA_002843685.1_92,8.33397,0.005,1,0,
3016,GCA_002843685.1_46,8.27819,0.005,1,0,
1854,GCA_000283715.1_413,7.95198,0.005,1,0,
372,GCA_000007565.2_227,7.9087,0.0247752,1,0,
276,GCA_000007405.1_561,7.84943,0.005,1,0,
2485,GCA_001559675.1_406,7.83067,2.73E-05,1,0,
1216,GCA_000017765.1_820,7.74598,0.005,1,0,
3002,GCA_002843685.1_327,7.74156,0.005,1,0,
1997,GCA_000438825.1_4,7.7044,0.0363351,1,0,
232,GCA_000007405.1_433,7.6835,0.005,1,0,
1212,GCA_000017765.1_815,7.60769,0.005,1,0,
3550,GCA_900243355.1_581,7.58759,0.0339778,1,0,
2987,GCA_002843685.1_274,7.53962,0.005,1,0,
1717,GCA_000281215.1_38,7.53386,0.00558563,1,0,
2242,GCA_000747565.1_257,7.52075,0.0492636,1,0,
1488,GCA_000210855.2_520,7.51386,0.005,3,0,
1305,GCA_000017985.1_275,7.33159,0.0129471,1,0,
2590,GCA_002072655.1_105,7.209665,0.00930676,2,0,
2105,GCA_000497505.1_3,7.10892,1.66E-06,1,0,
830,GCA_000017745.1_773,6.98118,0.005,1,0,
624,GCA_000017745.1_1868,6.91981,0.005,1,0,
404,GCA_000007565.2_42,6.87011,0.0467649,1,0,
1955,GCA_000438825.1_179,6.83861,0.000102958,1,0,
574,GCA_000017745.1_16,6.72259,0.0231083,1,0,
2351,GCA_000747565.1_96,6.64249,0.0391075,1,0,
1831,GCA_000283715.1_350,6.57957,0.005,1,0,
1646,GCA_000220485.1_561,6.56652,0.0390191,1,0,
2678,GCA_002220715.1_164,6.51312,0.00172919,1,0,
1536,GCA_000220485.1_111,6.47322,0.0125299,2,0,
1561,GCA_000220485.1_185,6.47258,0.0100885,1,0,
2713,GCA_002220715.1_293,6.43175,0.0165097,1,0,
3431,GCA_900186905.1_355,6.40185,0.005,1,0,
691,GCA_000017745.1_2203,6.34126,0.005,2,0,
3129,GCA_002850215.1_12,6.2851,0.0431362,1,0,
3177,GCA_900088705.1_189,6.28336,0.00641556,1,0,
1602,GCA_000220485.1_308,6.16028,0.000854144,1,0,
2879,GCA_002504125.1_86,6.14972,0.005,1,0,
1937,GCA_000438825.1_130,6.0983,0.0284603,1,0,
2216,GCA_000747565.1_188,6.02388,0.0137298,1,0,
1859,GCA_000283715.1_429,6.01187,0.005,3,0,
2416,GCA_001559675.1_140,5.97082,0.005,1,0,
2433,GCA_001559675.1_193,5.94352,0.005,1,0,
1967,GCA_000438825.1_208,5.89738,0.000233658,1,0,
3049,GCA_002848605.1_180,5.84289,0.00609212,1,0,
365,GCA_000007565.2_194,5.83105,0.0467504,1,0,
1186,GCA_000017765.1_771,5.82544,0.005,1,0,
97,GCA_000007405.1_115,5.59023,0.005,1,0,
1662,GCA_000220485.1_81,5.55213,0.0378187,1,0,
2607,GCA_002072655.1_208,5.53533,0.0371912,2,0,
66,GCA_000006945.2_3874,5.53139,0.005,1,0,
1143,GCA_000017765.1_678,5.45894,0.005,1,0,
2273,GCA_000747565.1_34,5.45612,0.0144379,1,0,
3179,GCA_900088705.1_213,5.445845,0.000710929,2,0,
2008,GCA_000438825.1_71,5.41972,0.0341841,3,0,
3007,GCA_002843685.1_355,5.41653,0.005,3,0,
1969,GCA_000438825.1_216,5.41304,0.0138905,1,0,
3284,GCA_900184385.1_371,5.38543,2.99E-06,1,0,
